measure,interval_start,interval_end,ratio,numerator,denominator,prior_opioid_rx,age_group,imd_decile,sex
count_post_imd,2000-03-04,2000-03-10,0.513742072,486,946,,,4,
count_post_imd,2000-03-04,2000-03-10,0.450479233,423,939,,,8,
count_post_imd,2000-03-04,2000-03-10,0.534054054,494,925,,,7,
count_post_imd,2000-03-04,2000-03-10,0.367829021,327,889,,,6,
count_post_sex,2000-03-04,2000-03-10,0.350109409,320,914,,,,female
count_post_sex,2000-03-04,2000-03-10,0.467185762,420,899,,,,male
count_post_prior,2000-03-11,2000-03-17,0.326396495,298,913,T,,,
count_post_prior,2000-03-11,2000-03-17,0.45174538,440,974,F,,,
count_post_age,2000-03-11,2000-03-17,0.402625821,368,914,,18-39,,
count_post_age,2000-03-11,2000-03-17,0.38483965,396,1029,,80+,,
count_post_age,2000-03-11,2000-03-17,0.4084014,350,857,,70-79,,
count_post_age,2000-03-11,2000-03-17,0.234962406,250,1064,,40-49,,
count_post_age,2000-03-11,2000-03-17,0.404233871,401,992,,60-69,,
count_post_age,2000-03-11,2000-03-17,0.343873518,348,1012,,50-59,,
count_post_imd,2000-03-11,2000-03-17,0.327085286,349,1067,,,Unknown,
count_post_imd,2000-03-11,2000-03-17,0.436813187,477,1092,,,5,
count_post_imd,2000-03-11,2000-03-17,0.393442623,360,915,,,2,
count_post_imd,2000-03-11,2000-03-17,0.379310345,330,870,,,1 (most deprived),
count_post_imd,2000-03-11,2000-03-17,0.456595265,405,887,,,9,
count_post_imd,2000-03-11,2000-03-17,0.438841202,409,932,,,3,
count_post_imd,2000-03-11,2000-03-17,0.432085561,404,935,,,10 (least deprived),
count_post_imd,2000-03-11,2000-03-17,0.341254753,359,1052,,,4,
count_post_imd,2000-03-11,2000-03-17,0.363455809,366,1007,,,8,
count_post_imd,2000-03-11,2000-03-17,0.419037199,383,914,,,7,
count_post_imd,2000-03-11,2000-03-17,0.262645914,270,1028,,,6,
count_post_sex,2000-03-11,2000-03-17,0.450960566,446,989,,,,female
count_post_sex,2000-03-11,2000-03-17,0.360443623,390,1082,,,,male
count_post_prior,2000-03-18,2000-03-24,0.293345829,313,1067,T,,,
count_post_prior,2000-03-18,2000-03-24,0.344755971,332,963,F,,,
count_post_age,2000-03-18,2000-03-24,0.494331066,436,882,,18-39,,
count_post_age,2000-03-18,2000-03-24,0.517877739,449,867,,80+,,
count_post_age,2000-03-18,2000-03-24,0.465063001,406,873,,70-79,,
count_post_age,2000-03-18,2000-03-24,0.534183082,461,863,,40-49,,
count_post_age,2000-03-18,2000-03-24,0.404811715,387,956,,60-69,,
count_post_age,2000-03-18,2000-03-24,0.350456621,307,876,,50-59,,
count_post_imd,2000-03-18,2000-03-24,0.370039683,373,1008,,,Unknown,
count_post_imd,2000-03-18,2000-03-24,0.351690821,364,1035,,,5,
count_post_imd,2000-03-18,2000-03-24,0.337129841,296,878,,,2,
count_post_imd,2000-03-18,2000-03-24,0.47715736,470,985,,,1 (most deprived),
count_post_imd,2000-03-18,2000-03-24,0.287878788,266,924,,,9,
count_post_imd,2000-03-18,2000-03-24,0.41865285,404,965,,,3,
count_post_imd,2000-03-18,2000-03-24,0.43166287,379,878,,,10 (least deprived),
count_post_imd,2000-03-18,2000-03-24,0.343079922,352,1026,,,4,
count_post_imd,2000-03-18,2000-03-24,0.43227991,383,886,,,8,
count_post_imd,2000-03-18,2000-03-24,0.350649351,351,1001,,,7,
count_post_imd,2000-03-18,2000-03-24,0.496062992,441,889,,,6,
count_post_sex,2000-03-18,2000-03-24,0.515765766,458,888,,,,female
count_post_sex,2000-03-18,2000-03-24,0.3552015,379,1067,,,,male
count_post_prior,2000-03-25,2000-03-31,0.269353128,254,943,T,,,
count_post_prior,2000-03-25,2000-03-31,0.395296753,353,893,F,,,
count_post_age,2000-03-25,2000-03-31,0.339325843,302,890,,18-39,,
count_post_age,2000-03-25,2000-03-31,0.266789328,290,1087,,80+,,
count_post_age,2000-03-25,2000-03-31,0.439466158,461,1049,,70-79,,
count_post_age,2000-03-25,2000-03-31,0.38950555,386,991,,40-49,,
count_post_age,2000-03-25,2000-03-31,0.31051109,322,1037,,60-69,,
count_post_age,2000-03-25,2000-03-31,0.337837838,350,1036,,50-59,,
count_post_imd,2000-03-25,2000-03-31,0.258220503,267,1034,,,Unknown,
count_post_imd,2000-03-25,2000-03-31,0.575793184,490,851,,,5,
count_post_imd,2000-03-25,2000-03-31,0.475946776,465,977,,,2,
count_post_imd,2000-03-25,2000-03-31,0.358569926,341,951,,,1 (most deprived),
count_post_imd,2000-03-25,2000-03-31,0.402309913,418,1039,,,9,
count_post_imd,2000-03-25,2000-03-31,0.308133971,322,1045,,,3,
count_post_imd,2000-03-25,2000-03-31,0.485265226,494,1018,,,10 (least deprived),
count_post_imd,2000-03-25,2000-03-31,0.350282486,310,885,,,4,
count_post_imd,2000-03-25,2000-03-31,0.423958333,407,960,,,8,
count_post_imd,2000-03-25,2000-03-31,0.41723356,368,882,,,7,
count_post_imd,2000-03-25,2000-03-31,0.322705314,334,1035,,,6,
count_post_sex,2000-03-25,2000-03-31,0.362997658,310,854,,,,female
count_post_sex,2000-03-25,2000-03-31,0.506593407,461,910,,,,male
count_post_prior,2000-04-01,2000-04-07,0.322018349,351,1090,T,,,
count_post_prior,2000-04-01,2000-04-07,0.405908096,371,914,F,,,
count_post_age,2000-04-01,2000-04-07,0.388630009,417,1073,,18-39,,
count_post_age,2000-04-01,2000-04-07,0.409045226,407,995,,80+,,
count_post_age,2000-04-01,2000-04-07,0.352112676,300,852,,70-79,,
count_post_age,2000-04-01,2000-04-07,0.430057803,372,865,,40-49,,
count_post_age,2000-04-01,2000-04-07,0.370327103,317,856,,60-69,,
count_post_age,2000-04-01,2000-04-07,0.368303571,330,896,,50-59,,
count_post_imd,2000-04-01,2000-04-07,0.474735605,404,851,,,Unknown,
count_post_imd,2000-04-01,2000-04-07,0.34127844,315,923,,,5,
count_post_imd,2000-04-01,2000-04-07,0.458380844,402,877,,,2,
count_post_imd,2000-04-01,2000-04-07,0.407925408,350,858,,,1 (most deprived),
count_post_imd,2000-04-01,2000-04-07,0.314508277,323,1027,,,9,
count_post_imd,2000-04-01,2000-04-07,0.416419387,421,1011,,,3,
count_post_imd,2000-04-01,2000-04-07,0.393796992,419,1064,,,10 (least deprived),
count_post_imd,2000-04-01,2000-04-07,0.344621514,346,1004,,,4,
count_post_imd,2000-04-01,2000-04-07,0.405708461,398,981,,,8,
count_post_imd,2000-04-01,2000-04-07,0.376482213,381,1012,,,7,
count_post_imd,2000-04-01,2000-04-07,0.345524543,359,1039,,,6,
count_post_sex,2000-04-01,2000-04-07,0.305429864,270,884,,,,female
count_post_sex,2000-04-01,2000-04-07,0.480668757,460,957,,,,male
count_post_prior,2000-04-08,2000-04-14,0.495652174,456,920,T,,,
count_post_prior,2000-04-08,2000-04-14,0.34580292,379,1096,F,,,
count_post_age,2000-04-08,2000-04-14,0.258812616,279,1078,,18-39,,
count_post_age,2000-04-08,2000-04-14,0.41219963,446,1082,,80+,,
count_post_age,2000-04-08,2000-04-14,0.497403946,479,963,,70-79,,
count_post_age,2000-04-08,2000-04-14,0.479079498,458,956,,40-49,,
count_post_age,2000-04-08,2000-04-14,0.367463026,323,879,,60-69,,
count_post_age,2000-04-08,2000-04-14,0.440732759,409,928,,50-59,,
count_post_imd,2000-04-08,2000-04-14,0.33145434,294,887,,,Unknown,
count_post_imd,2000-04-08,2000-04-14,0.442776735,472,1066,,,5,
count_post_imd,2000-04-08,2000-04-14,0.468719923,487,1039,,,2,
count_post_imd,2000-04-08,2000-04-14,0.306930693,279,909,,,1 (most deprived),
count_post_imd,2000-04-08,2000-04-14,0.331,331,1000,,,9,
count_post_imd,2000-04-08,2000-04-14,0.280769231,292,1040,,,3,
count_post_imd,2000-04-08,2000-04-14,0.32208589,315,978,,,10 (least deprived),
count_post_imd,2000-04-08,2000-04-14,0.269303202,286,1062,,,4,
count_post_imd,2000-04-08,2000-04-14,0.500522466,479,957,,,8,
count_post_imd,2000-04-08,2000-04-14,0.477386935,475,995,,,7,
count_post_imd,2000-04-08,2000-04-14,0.422306959,443,1049,,,6,
count_post_sex,2000-04-08,2000-04-14,0.432978723,407,940,,,,female
count_post_sex,2000-04-08,2000-04-14,0.455788514,500,1097,,,,male
count_post_prior,2000-04-15,2000-04-21,0.421436004,405,961,T,,,
count_post_prior,2000-04-15,2000-04-21,0.551066218,491,891,F,,,
count_post_age,2000-04-15,2000-04-21,0.426415094,452,1060,,18-39,,
count_post_age,2000-04-15,2000-04-21,0.505084746,447,885,,80+,,
count_post_age,2000-04-15,2000-04-21,0.484725051,476,982,,70-79,,
count_post_age,2000-04-15,2000-04-21,0.549280177,496,903,,40-49,,
count_post_age,2000-04-15,2000-04-21,0.432048682,426,986,,60-69,,
count_post_age,2000-04-15,2000-04-21,0.340184995,331,973,,50-59,,
count_post_imd,2000-04-15,2000-04-21,0.331103679,297,897,,,Unknown,
count_post_imd,2000-04-15,2000-04-21,0.517795637,451,871,,,5,
count_post_imd,2000-04-15,2000-04-21,0.388475836,418,1076,,,2,
count_post_imd,2000-04-15,2000-04-21,0.245821042,250,1017,,,1 (most deprived),
count_post_imd,2000-04-15,2000-04-21,0.407040704,370,909,,,9,
count_post_imd,2000-04-15,2000-04-21,0.282128514,281,996,,,3,
count_post_imd,2000-04-15,2000-04-21,0.514069264,475,924,,,10 (least deprived),
count_post_imd,2000-04-15,2000-04-21,0.498327759,447,897,,,4,
count_post_imd,2000-04-15,2000-04-21,0.299502488,301,1005,,,8,
count_post_imd,2000-04-15,2000-04-21,0.450056117,401,891,,,7,
count_post_imd,2000-04-15,2000-04-21,0.349420849,362,1036,,,6,
count_post_sex,2000-04-15,2000-04-21,0.435810811,387,888,,,,female
count_post_sex,2000-04-15,2000-04-21,0.533188248,490,919,,,,male
count_post_prior,2000-04-22,2000-04-28,0.402957486,436,1082,T,,,
count_post_prior,2000-04-22,2000-04-28,0.407665505,351,861,F,,,
count_post_age,2000-04-22,2000-04-28,0.272902604,283,1037,,18-39,,
count_post_age,2000-04-22,2000-04-28,0.242509363,259,1068,,80+,,
count_post_age,2000-04-22,2000-04-28,0.391666667,423,1080,,70-79,,
count_post_age,2000-04-22,2000-04-28,0.496453901,490,987,,40-49,,
count_post_age,2000-04-22,2000-04-28,0.378228782,410,1084,,60-69,,
count_post_age,2000-04-22,2000-04-28,0.412311266,355,861,,50-59,,
count_post_imd,2000-04-22,2000-04-28,0.32571996,328,1007,,,Unknown,
count_post_imd,2000-04-22,2000-04-28,0.375661376,355,945,,,5,
count_post_imd,2000-04-22,2000-04-28,0.456449835,414,907,,,2,
count_post_imd,2000-04-22,2000-04-28,0.348197343,367,1054,,,1 (most deprived),
count_post_imd,2000-04-22,2000-04-28,0.459579181,415,903,,,9,
count_post_imd,2000-04-22,2000-04-28,0.348643006,334,958,,,3,
count_post_imd,2000-04-22,2000-04-28,0.401452282,387,964,,,10 (least deprived),
count_post_imd,2000-04-22,2000-04-28,0.299137105,312,1043,,,4,
count_post_imd,2000-04-22,2000-04-28,0.497863248,466,936,,,8,
count_post_imd,2000-04-22,2000-04-28,0.44028103,376,854,,,7,
count_post_imd,2000-04-22,2000-04-28,0.398148148,344,864,,,6,
count_post_sex,2000-04-22,2000-04-28,0.311961722,326,1045,,,,female
count_post_sex,2000-04-22,2000-04-28,0.29015544,280,965,,,,male
count_post_prior,2000-04-29,2000-05-05,0.488721805,455,931,T,,,
count_post_prior,2000-04-29,2000-05-05,0.316467341,344,1087,F,,,
count_post_age,2000-04-29,2000-05-05,0.375229358,409,1090,,18-39,,
count_post_age,2000-04-29,2000-05-05,0.305860806,334,1092,,80+,,
count_post_age,2000-04-29,2000-05-05,0.370575221,335,904,,70-79,,
count_post_age,2000-04-29,2000-05-05,0.369411765,314,850,,40-49,,
count_post_age,2000-04-29,2000-05-05,0.440740741,476,1080,,60-69,,
count_post_age,2000-04-29,2000-05-05,0.27027027,270,999,,50-59,,
count_post_imd,2000-04-29,2000-05-05,0.29898804,325,1087,,,Unknown,
count_post_imd,2000-04-29,2000-05-05,0.377123443,333,883,,,5,
count_post_imd,2000-04-29,2000-05-05,0.376410256,367,975,,,2,
count_post_imd,2000-04-29,2000-05-05,0.417431193,455,1090,,,1 (most deprived),
count_post_imd,2000-04-29,2000-05-05,0.300653595,276,918,,,9,
count_post_imd,2000-04-29,2000-05-05,0.290091931,284,979,,,3,
count_post_imd,2000-04-29,2000-05-05,0.458715596,400,872,,,10 (least deprived),
count_post_imd,2000-04-29,2000-05-05,0.262737263,263,1001,,,4,
count_post_imd,2000-04-29,2000-05-05,0.432515337,423,978,,,8,
count_post_imd,2000-04-29,2000-05-05,0.346895075,324,934,,,7,
count_post_imd,2000-04-29,2000-05-05,0.387568556,424,1094,,,6,
count_post_sex,2000-04-29,2000-05-05,0.467428571,409,875,,,,female
count_post_sex,2000-04-29,2000-05-05,0.352459016,387,1098,,,,male
count_post_prior,2000-05-06,2000-05-12,0.392156863,340,867,T,,,
count_post_prior,2000-05-06,2000-05-12,0.359056806,335,933,F,,,
count_post_age,2000-05-06,2000-05-12,0.302469136,294,972,,18-39,,
count_post_age,2000-05-06,2000-05-12,0.313207547,332,1060,,80+,,
count_post_age,2000-05-06,2000-05-12,0.52900232,456,862,,70-79,,
count_post_age,2000-05-06,2000-05-12,0.412175649,413,1002,,40-49,,
count_post_age,2000-05-06,2000-05-12,0.494382022,484,979,,60-69,,
count_post_age,2000-05-06,2000-05-12,0.273504274,256,936,,50-59,,
count_post_imd,2000-05-06,2000-05-12,0.406519655,424,1043,,,Unknown,
count_post_imd,2000-05-06,2000-05-12,0.410386965,403,982,,,5,
count_post_imd,2000-05-06,2000-05-12,0.490471414,489,997,,,2,
count_post_imd,2000-05-06,2000-05-12,0.366359447,318,868,,,1 (most deprived),
count_post_imd,2000-05-06,2000-05-12,0.329157175,289,878,,,9,
count_post_imd,2000-05-06,2000-05-12,0.332679097,339,1019,,,3,
count_post_imd,2000-05-06,2000-05-12,0.418530351,393,939,,,10 (least deprived),
count_post_imd,2000-05-06,2000-05-12,0.422119816,458,1085,,,4,
count_post_imd,2000-05-06,2000-05-12,0.282868526,284,1004,,,8,
count_post_imd,2000-05-06,2000-05-12,0.277163904,301,1086,,,7,
count_post_imd,2000-05-06,2000-05-12,0.479143179,425,887,,,6,
count_post_sex,2000-05-06,2000-05-12,0.351445087,304,865,,,,female
count_post_sex,2000-05-06,2000-05-12,0.442804428,480,1084,,,,male
count_post_prior,2000-05-13,2000-05-19,0.435305918,434,997,T,,,
count_post_prior,2000-05-13,2000-05-19,0.362612613,322,888,F,,,
count_post_age,2000-05-13,2000-05-19,0.275051125,269,978,,18-39,,
count_post_age,2000-05-13,2000-05-19,0.417391304,384,920,,80+,,
count_post_age,2000-05-13,2000-05-19,0.502585315,486,967,,70-79,,
count_post_age,2000-05-13,2000-05-19,0.378289474,345,912,,40-49,,
count_post_age,2000-05-13,2000-05-19,0.347010551,296,853,,60-69,,
count_post_age,2000-05-13,2000-05-19,0.333978703,345,1033,,50-59,,
count_post_imd,2000-05-13,2000-05-19,0.257257257,257,999,,,Unknown,
count_post_imd,2000-05-13,2000-05-19,0.363369246,371,1021,,,5,
count_post_imd,2000-05-13,2000-05-19,0.544303797,473,869,,,2,
count_post_imd,2000-05-13,2000-05-19,0.328436516,313,953,,,1 (most deprived),
count_post_imd,2000-05-13,2000-05-19,0.3,273,910,,,9,
count_post_imd,2000-05-13,2000-05-19,0.31092437,296,952,,,3,
count_post_imd,2000-05-13,2000-05-19,0.380038388,396,1042,,,10 (least deprived),
count_post_imd,2000-05-13,2000-05-19,0.305893358,327,1069,,,4,
count_post_imd,2000-05-13,2000-05-19,0.288780488,296,1025,,,8,
count_post_imd,2000-05-13,2000-05-19,0.453713123,446,983,,,7,
count_post_imd,2000-05-13,2000-05-19,0.327394209,294,898,,,6,
count_post_sex,2000-05-13,2000-05-19,0.365702479,354,968,,,,female
count_post_sex,2000-05-13,2000-05-19,0.364902507,393,1077,,,,male
count_post_prior,2000-05-20,2000-05-26,0.470114943,409,870,T,,,
count_post_prior,2000-05-20,2000-05-26,0.375518672,362,964,F,,,
count_post_age,2000-05-20,2000-05-26,0.381420765,349,915,,18-39,,
count_post_age,2000-05-20,2000-05-26,0.325842697,348,1068,,80+,,
count_post_age,2000-05-20,2000-05-26,0.442906574,384,867,,70-79,,
count_post_age,2000-05-20,2000-05-26,0.349673203,321,918,,40-49,,
count_post_age,2000-05-20,2000-05-26,0.306038895,299,977,,60-69,,
count_post_age,2000-05-20,2000-05-26,0.501113586,450,898,,50-59,,
count_post_imd,2000-05-20,2000-05-26,0.418957346,442,1055,,,Unknown,
count_post_imd,2000-05-20,2000-05-26,0.376879699,401,1064,,,5,
count_post_imd,2000-05-20,2000-05-26,0.530744337,492,927,,,2,
count_post_imd,2000-05-20,2000-05-26,0.402163225,409,1017,,,9,
count_post_imd,2000-05-20,2000-05-26,0.399305556,345,864,,,3,
count_post_imd,2000-05-20,2000-05-26,0.340820313,349,1024,,,10 (least deprived),
count_post_imd,2000-05-20,2000-05-26,0.557541899,499,895,,,4,
count_post_imd,2000-05-20,2000-05-26,0.328316087,349,1063,,,8,
count_post_imd,2000-05-20,2000-05-26,0.348901099,381,1092,,,1 (most deprived),
count_post_imd,2000-05-20,2000-05-26,0.324853229,332,1022,,,7,
count_post_imd,2000-05-20,2000-05-26,0.449588477,437,972,,,6,
count_post_sex,2000-05-20,2000-05-26,0.36695279,342,932,,,,female
count_post_sex,2000-05-20,2000-05-26,0.34261242,320,934,,,,male
count_post_prior,2000-05-27,2000-06-02,0.478942214,489,1021,T,,,
count_post_prior,2000-05-27,2000-06-02,0.397371082,393,989,F,,,
count_post_age,2000-05-27,2000-06-02,0.392380952,412,1050,,18-39,,
count_post_age,2000-05-27,2000-06-02,0.392592593,371,945,,80+,,
count_post_age,2000-05-27,2000-06-02,0.413450937,375,907,,70-79,,
count_post_age,2000-05-27,2000-06-02,0.37248996,371,996,,40-49,,
count_post_age,2000-05-27,2000-06-02,0.373276776,352,943,,60-69,,
count_post_age,2000-05-27,2000-06-02,0.373505976,375,1004,,50-59,,
count_post_imd,2000-05-27,2000-06-02,0.37045204,336,907,,,Unknown,
count_post_imd,2000-05-27,2000-06-02,0.483835006,434,897,,,5,
count_post_imd,2000-05-27,2000-06-02,0.454138702,406,894,,,2,
count_post_imd,2000-05-27,2000-06-02,0.425275827,424,997,,,9,
count_post_imd,2000-05-27,2000-06-02,0.495217853,466,941,,,3,
count_post_imd,2000-05-27,2000-06-02,0.338444688,309,913,,,10 (least deprived),
count_post_imd,2000-05-27,2000-06-02,0.467244701,485,1038,,,4,
count_post_imd,2000-05-27,2000-06-02,0.301621622,279,925,,,8,
count_post_imd,2000-05-27,2000-06-02,0.438104449,453,1034,,,1 (most deprived),
count_post_imd,2000-05-27,2000-06-02,0.411327762,443,1077,,,7,
count_post_imd,2000-05-27,2000-06-02,0.234962406,250,1064,,,6,
count_post_sex,2000-05-27,2000-06-02,0.539140022,489,907,,,,female
count_post_sex,2000-05-27,2000-06-02,0.470588235,416,884,,,,male
count_post_prior,2000-06-03,2000-06-09,0.333029197,365,1096,T,,,
count_post_prior,2000-06-03,2000-06-09,0.357421875,366,1024,F,,,
count_post_age,2000-06-03,2000-06-09,0.551685393,491,890,,18-39,,
count_post_age,2000-06-03,2000-06-09,0.45481336,463,1018,,80+,,
count_post_age,2000-06-03,2000-06-09,0.393656716,422,1072,,70-79,,
count_post_age,2000-06-03,2000-06-09,0.362376238,366,1010,,40-49,,
count_post_age,2000-06-03,2000-06-09,0.370875995,326,879,,60-69,,
count_post_age,2000-06-03,2000-06-09,0.271653543,276,1016,,50-59,,
count_post_imd,2000-06-03,2000-06-09,0.490730643,450,917,,,Unknown,
count_post_imd,2000-06-03,2000-06-09,0.398984772,393,985,,,5,
count_post_imd,2000-06-03,2000-06-09,0.240421456,251,1044,,,2,
count_post_imd,2000-06-03,2000-06-09,0.342135476,298,871,,,9,
count_post_imd,2000-06-03,2000-06-09,0.452914798,404,892,,,3,
count_post_imd,2000-06-03,2000-06-09,0.542920847,487,897,,,10 (least deprived),
count_post_imd,2000-06-03,2000-06-09,0.379664179,407,1072,,,4,
count_post_imd,2000-06-03,2000-06-09,0.288740245,259,897,,,8,
count_post_imd,2000-06-03,2000-06-09,0.281581485,292,1037,,,1 (most deprived),
count_post_imd,2000-06-03,2000-06-09,0.357451404,331,926,,,7,
count_post_imd,2000-06-03,2000-06-09,0.340112994,301,885,,,6,
count_post_sex,2000-06-03,2000-06-09,0.338129496,329,973,,,,female
count_post_sex,2000-06-03,2000-06-09,0.463492063,438,945,,,,male
count_post_prior,2000-06-10,2000-06-16,0.463002114,438,946,T,,,
count_post_prior,2000-06-10,2000-06-16,0.458333333,440,960,F,,,
count_post_age,2000-06-10,2000-06-16,0.363146552,337,928,,18-39,,
count_post_age,2000-06-10,2000-06-16,0.41392286,440,1063,,80+,,
count_post_age,2000-06-10,2000-06-16,0.310576923,323,1040,,70-79,,
count_post_age,2000-06-10,2000-06-16,0.294857143,258,875,,40-49,,
count_post_age,2000-06-10,2000-06-16,0.359808612,376,1045,,60-69,,
count_post_age,2000-06-10,2000-06-16,0.479381443,465,970,,50-59,,
count_post_imd,2000-06-10,2000-06-16,0.397590361,429,1079,,,Unknown,
count_post_imd,2000-06-10,2000-06-16,0.493069307,498,1010,,,5,
count_post_imd,2000-06-10,2000-06-16,0.276548673,250,904,,,2,
count_post_imd,2000-06-10,2000-06-16,0.276086957,254,920,,,9,
count_post_imd,2000-06-10,2000-06-16,0.322916667,279,864,,,3,
count_post_imd,2000-06-10,2000-06-16,0.407110092,355,872,,,10 (least deprived),
count_post_imd,2000-06-10,2000-06-16,0.437849944,391,893,,,4,
count_post_imd,2000-06-10,2000-06-16,0.519585253,451,868,,,8,
count_post_imd,2000-06-10,2000-06-16,0.425827108,399,937,,,1 (most deprived),
count_post_imd,2000-06-10,2000-06-16,0.425510204,417,980,,,7,
count_post_imd,2000-06-10,2000-06-16,0.288788222,255,883,,,6,
count_post_sex,2000-06-10,2000-06-16,0.402550091,442,1098,,,,female
count_post_sex,2000-06-10,2000-06-16,0.365719523,399,1091,,,,male
count_post_prior,2000-06-17,2000-06-23,0.305676856,280,916,T,,,
count_post_prior,2000-06-17,2000-06-23,0.302150538,281,930,F,,,
count_post_age,2000-06-17,2000-06-23,0.297222222,321,1080,,18-39,,
count_post_age,2000-06-17,2000-06-23,0.323399558,293,906,,80+,,
count_post_age,2000-06-17,2000-06-23,0.380110497,344,905,,70-79,,
count_post_age,2000-06-17,2000-06-23,0.425051335,414,974,,40-49,,
count_post_age,2000-06-17,2000-06-23,0.460843373,459,996,,60-69,,
count_post_age,2000-06-17,2000-06-23,0.469318182,413,880,,50-59,,
count_post_imd,2000-06-17,2000-06-23,0.49003517,418,853,,,Unknown,
count_post_imd,2000-06-17,2000-06-23,0.539215686,495,918,,,5,
count_post_imd,2000-06-17,2000-06-23,0.475237092,451,949,,,2,
count_post_imd,2000-06-17,2000-06-23,0.271694215,263,968,,,9,
count_post_imd,2000-06-17,2000-06-23,0.37280296,403,1081,,,3,
count_post_imd,2000-06-17,2000-06-23,0.433867735,433,998,,,10 (least deprived),
count_post_imd,2000-06-17,2000-06-23,0.538037486,488,907,,,4,
count_post_imd,2000-06-17,2000-06-23,0.436676798,431,987,,,8,
count_post_imd,2000-06-17,2000-06-23,0.464522233,491,1057,,,1 (most deprived),
count_post_imd,2000-06-17,2000-06-23,0.241252302,262,1086,,,7,
count_post_imd,2000-06-17,2000-06-23,0.310165975,299,964,,,6,
count_post_sex,2000-06-17,2000-06-23,0.324170616,342,1055,,,,female
count_post_sex,2000-06-17,2000-06-23,0.232727273,256,1100,,,,male
count_post_prior,2000-06-24,2000-06-30,0.270038168,283,1048,T,,,
count_post_prior,2000-06-24,2000-06-30,0.480314961,488,1016,F,,,
count_post_age,2000-06-24,2000-06-30,0.363636364,388,1067,,18-39,,
count_post_age,2000-06-24,2000-06-30,0.340277778,294,864,,80+,,
count_post_age,2000-06-24,2000-06-30,0.270967742,252,930,,70-79,,
count_post_age,2000-06-24,2000-06-30,0.491836735,482,980,,40-49,,
count_post_age,2000-06-24,2000-06-30,0.511702128,481,940,,60-69,,
count_post_age,2000-06-24,2000-06-30,0.296446701,292,985,,50-59,,
count_post_imd,2000-06-24,2000-06-30,0.269651741,271,1005,,,Unknown,
count_post_imd,2000-06-24,2000-06-30,0.271271271,271,999,,,5,
count_post_imd,2000-06-24,2000-06-30,0.43101712,428,993,,,2,
count_post_imd,2000-06-24,2000-06-30,0.330985915,329,994,,,9,
count_post_imd,2000-06-24,2000-06-30,0.539387309,493,914,,,3,
count_post_imd,2000-06-24,2000-06-30,0.43220339,408,944,,,10 (least deprived),
count_post_imd,2000-06-24,2000-06-30,0.333333333,326,978,,,4,
count_post_imd,2000-06-24,2000-06-30,0.504201681,480,952,,,8,
count_post_imd,2000-06-24,2000-06-30,0.342917998,322,939,,,1 (most deprived),
count_post_imd,2000-06-24,2000-06-30,0.289746002,308,1063,,,7,
count_post_imd,2000-06-24,2000-06-30,0.31064764,283,911,,,6,
count_post_sex,2000-06-24,2000-06-30,0.359744991,395,1098,,,,female
count_post_sex,2000-06-24,2000-06-30,0.339499456,312,919,,,,male
